regime,m_policy,r_family,r_idx,f_family,f_idx,T_miss_mult,C_clusters,ln_C,area_m2,R_cluster_m,k_star,interior,rel_depth,quasiconvex,quasiconvex_even_k,k_star_even_k,schema_version,prov_id
all-k,equal-k,sat-exp,0,power-law,0,3.0,226,5.420535,5871652.23686,100.0,3,1,0.017699,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,3.0,320,5.768321,8313843.875200001,100.0,3,1,0.017731,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,3.0,452,6.113682,11743304.47372,100.0,3,1,0.017743,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,3.0,640,6.461468,16627687.750400001,100.0,3,1,0.017743,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,10.0,10,2.302585,259807.62110000002,100.0,5,1,0.332143,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,10.0,14,2.639057,363730.66954000003,100.0,5,1,0.334777,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,10.0,20,2.995732,519615.24220000004,100.0,5,1,0.336805,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,10.0,28,3.332205,727461.3390800001,100.0,5,1,0.338155,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,10.0,40,3.688879,1039230.4844000001,100.0,5,1,0.339132,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,10.0,56,4.025352,1454922.6781600001,100.0,5,1,0.339735,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,10.0,80,4.382027,2078460.9688000001,100.0,5,1,0.340130,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,10.0,113,4.727388,2935826.11843,100.0,5,1,0.340343,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,10.0,160,5.075174,4156921.9376000003,100.0,5,1,0.340441,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,10.0,226,5.420535,5871652.23686,100.0,5,1,0.340463,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,10.0,320,5.768321,8313843.875200001,100.0,5,1,0.340436,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,10.0,452,6.113682,11743304.47372,100.0,5,1,0.340380,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,10.0,640,6.461468,16627687.750400001,100.0,5,1,0.340309,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,30.0,10,2.302585,259807.62110000002,100.0,8,1,1.340681,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,30.0,14,2.639057,363730.66954000003,100.0,8,1,1.345426,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,30.0,20,2.995732,519615.24220000004,100.0,8,1,1.349081,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,30.0,28,3.332205,727461.3390800001,100.0,8,1,1.351507,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,30.0,40,3.688879,1039230.4844000001,100.0,8,1,1.353250,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,30.0,56,4.025352,1454922.6781600001,100.0,8,1,1.354307,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,30.0,80,4.382027,2078460.9688000001,100.0,8,1,1.354976,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,30.0,113,4.727388,2935826.11843,100.0,8,1,1.355312,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,30.0,160,5.075174,4156921.9376000003,100.0,8,1,1.355437,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,30.0,226,5.420535,5871652.23686,100.0,8,1,1.355424,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,30.0,320,5.768321,8313843.875200001,100.0,8,1,1.355323,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,30.0,452,6.113682,11743304.47372,100.0,8,1,1.355173,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,0,30.0,640,6.461468,16627687.750400001,100.0,8,1,1.354998,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,3.0,10,2.302585,259807.62110000002,100.0,3,1,0.020120,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,3.0,14,2.639057,363730.66954000003,100.0,3,1,0.022309,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,3.0,20,2.995732,519615.24220000004,100.0,3,1,0.024132,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,3.0,28,3.332205,727461.3390800001,100.0,3,1,0.025468,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,3.0,40,3.688879,1039230.4844000001,100.0,3,1,0.026561,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,3.0,56,4.025352,1454922.6781600001,100.0,3,1,0.027351,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,3.0,80,4.382027,2078460.9688000001,100.0,3,1,0.027991,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,3.0,113,4.727388,2935826.11843,100.0,3,1,0.028460,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,3.0,160,5.075174,4156921.9376000003,100.0,3,1,0.028821,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,3.0,226,5.420535,5871652.23686,100.0,3,1,0.029093,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,3.0,320,5.768321,8313843.875200001,100.0,3,1,0.029303,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,3.0,452,6.113682,11743304.47372,100.0,3,1,0.029462,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,3.0,640,6.461468,16627687.750400001,100.0,3,1,0.029585,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,10.0,10,2.302585,259807.62110000002,100.0,5,1,0.343566,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,10.0,14,2.639057,363730.66954000003,100.0,5,1,0.347610,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,10.0,20,2.995732,519615.24220000004,100.0,5,1,0.350976,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,10.0,28,3.332205,727461.3390800001,100.0,5,1,0.353431,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,10.0,40,3.688879,1039230.4844000001,100.0,5,1,0.355415,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,10.0,56,4.025352,1454922.6781600001,100.0,5,1,0.356824,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,10.0,80,4.382027,2078460.9688000001,100.0,5,1,0.357936,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,10.0,113,4.727388,2935826.11843,100.0,5,1,0.358726,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,10.0,160,5.075174,4156921.9376000003,100.0,5,1,0.359308,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,10.0,226,5.420535,5871652.23686,100.0,5,1,0.359727,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,10.0,320,5.768321,8313843.875200001,100.0,5,1,0.360031,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,10.0,452,6.113682,11743304.47372,100.0,5,1,0.360248,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,10.0,640,6.461468,16627687.750400001,100.0,5,1,0.360404,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,30.0,10,2.302585,259807.62110000002,100.0,8,1,1.357984,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,30.0,14,2.639057,363730.66954000003,100.0,8,1,1.364978,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,30.0,20,2.995732,519615.24220000004,100.0,8,1,1.370834,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,30.0,28,3.332205,727461.3390800001,100.0,8,1,1.375129,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,30.0,40,3.688879,1039230.4844000001,100.0,8,1,1.378612,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,30.0,56,4.025352,1454922.6781600001,100.0,8,1,1.381085,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,30.0,80,4.382027,2078460.9688000001,100.0,8,1,1.383027,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,30.0,113,4.727388,2935826.11843,100.0,8,1,1.384391,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,30.0,160,5.075174,4156921.9376000003,100.0,8,1,1.385377,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,30.0,226,5.420535,5871652.23686,100.0,8,1,1.386068,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,30.0,320,5.768321,8313843.875200001,100.0,8,1,1.386553,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,30.0,452,6.113682,11743304.47372,100.0,8,1,1.386881,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,1,30.0,640,6.461468,16627687.750400001,100.0,8,1,1.387102,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,3.0,10,2.302585,259807.62110000002,100.0,3,1,0.019525,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,3.0,14,2.639057,363730.66954000003,100.0,3,1,0.022107,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,3.0,20,2.995732,519615.24220000004,100.0,3,1,0.024376,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,3.0,28,3.332205,727461.3390800001,100.0,3,1,0.026124,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,3.0,40,3.688879,1039230.4844000001,100.0,3,1,0.027615,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,3.0,56,4.025352,1454922.6781600001,100.0,3,1,0.028732,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,3.0,80,4.382027,2078460.9688000001,100.0,3,1,0.029662,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,3.0,113,4.727388,2935826.11843,100.0,3,1,0.030360,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,3.0,160,5.075174,4156921.9376000003,100.0,3,1,0.030904,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,3.0,226,5.420535,5871652.23686,100.0,3,1,0.031319,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,3.0,320,5.768321,8313843.875200001,100.0,3,1,0.031641,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,3.0,452,6.113682,11743304.47372,100.0,3,1,0.031888,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,3.0,640,6.461468,16627687.750400001,100.0,3,1,0.032079,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,10.0,10,2.302585,259807.62110000002,100.0,5,1,0.343860,1,1,4,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,10.0,14,2.639057,363730.66954000003,100.0,5,1,0.348501,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,10.0,20,2.995732,519615.24220000004,100.0,5,1,0.352596,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,10.0,28,3.332205,727461.3390800001,100.0,5,1,0.355781,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,10.0,40,3.688879,1039230.4844000001,100.0,5,1,0.358538,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,10.0,56,4.025352,1454922.6781600001,100.0,5,1,0.360633,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,10.0,80,4.382027,2078460.9688000001,100.0,5,1,0.362401,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,10.0,113,4.727388,2935826.11843,100.0,5,1,0.363740,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,10.0,160,5.075174,4156921.9376000003,100.0,5,1,0.364785,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,10.0,226,5.420535,5871652.23686,100.0,5,1,0.365579,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,10.0,320,5.768321,8313843.875200001,100.0,5,1,0.366186,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,10.0,452,6.113682,11743304.47372,100.0,5,1,0.366641,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,10.0,640,6.461468,16627687.750400001,100.0,5,1,0.366984,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,30.0,10,2.302585,259807.62110000002,100.0,8,1,1.360394,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,30.0,14,2.639057,363730.66954000003,100.0,8,1,1.368237,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,30.0,20,2.995732,519615.24220000004,100.0,8,1,1.375125,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,30.0,28,3.332205,727461.3390800001,100.0,8,1,1.380484,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,30.0,40,3.688879,1039230.4844000001,100.0,8,1,1.385148,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,30.0,56,4.025352,1454922.6781600001,100.0,8,1,1.388735,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,30.0,80,4.382027,2078460.9688000001,100.0,8,1,1.391811,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,30.0,113,4.727388,2935826.11843,100.0,8,1,1.394189,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,30.0,160,5.075174,4156921.9376000003,100.0,8,1,1.396084,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,30.0,226,5.420535,5871652.23686,100.0,8,1,1.397554,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,30.0,320,5.768321,8313843.875200001,100.0,8,1,1.398697,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,30.0,452,6.113682,11743304.47372,100.0,8,1,1.399560,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,power-law,2,30.0,640,6.461468,16627687.750400001,100.0,8,1,1.400214,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,1.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,1.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,1.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,1.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,1.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,1.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,1.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,1.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,1.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,1.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,1.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,1.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,1.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,3.0,10,2.302585,259807.62110000002,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,3.0,14,2.639057,363730.66954000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,3.0,20,2.995732,519615.24220000004,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,3.0,28,3.332205,727461.3390800001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,3.0,40,3.688879,1039230.4844000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,3.0,56,4.025352,1454922.6781600001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,3.0,80,4.382027,2078460.9688000001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,3.0,113,4.727388,2935826.11843,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,3.0,160,5.075174,4156921.9376000003,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,3.0,226,5.420535,5871652.23686,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,3.0,320,5.768321,8313843.875200001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,3.0,452,6.113682,11743304.47372,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,3.0,640,6.461468,16627687.750400001,100.0,2,0,0.000000,1,1,2,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,10.0,10,2.302585,259807.62110000002,100.0,5,1,0.313917,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,10.0,14,2.639057,363730.66954000003,100.0,5,1,0.314747,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,10.0,20,2.995732,519615.24220000004,100.0,5,1,0.315124,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,10.0,28,3.332205,727461.3390800001,100.0,5,1,0.315143,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,10.0,40,3.688879,1039230.4844000001,100.0,5,1,0.314924,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,10.0,56,4.025352,1454922.6781600001,100.0,5,1,0.314576,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,10.0,80,4.382027,2078460.9688000001,100.0,5,1,0.314123,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,10.0,113,4.727388,2935826.11843,100.0,5,1,0.313650,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,10.0,160,5.075174,4156921.9376000003,100.0,5,1,0.313170,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,10.0,226,5.420535,5871652.23686,100.0,5,1,0.312711,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,10.0,320,5.768321,8313843.875200001,100.0,5,1,0.312278,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,10.0,452,6.113682,11743304.47372,100.0,5,1,0.311885,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,10.0,640,6.461468,16627687.750400001,100.0,5,1,0.311529,1,1,6,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,30.0,10,2.302585,259807.62110000002,100.0,8,1,1.343350,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,30.0,14,2.639057,363730.66954000003,100.0,8,1,1.348209,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,30.0,20,2.995732,519615.24220000004,100.0,8,1,1.351958,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,30.0,28,3.332205,727461.3390800001,100.0,8,1,1.354456,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,30.0,40,3.688879,1039230.4844000001,100.0,8,1,1.356264,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,30.0,56,4.025352,1454922.6781600001,100.0,8,1,1.357376,1,1,8,1,1d478b3dd653a6b1
all-k,equal-k,sat-exp,0,logistic-dec,0,30.0,80,4.382027,2078460.9688000001,100.0,8,1,1.358100,1,1,8,1,1d478b3dd653a6b1
